label,text
5223,shop sales assistants of motor vehicles spare parts and engine oil shop sales assistants of motor vehicles spare parts and engine oil
5223,"assist in buying and selling of soft drinks such as coca cola, fanta, sprite , bottle and pure water in retail price assist in buying and selling of soft drinks such as coca cola, fanta, sprite , bottle and pure water in retail price"
3343,administrative officer at state independent electoral commission ( state inec) admintrative officer at state independent electoral commission  (state inec ) conducting of local government election in the state
5211,"trade: buying and selling of provision goods in retail prices trade: buying and selling of provision goods such as peak milk sachet, milo sachet, biscuits, sweet, bread, toilet soap, detergents, bottle water and table water in tetail pricr"
7531,"tailoring and manufacturing of cloth for women and children tailoring and manufacturing of cloth such as gowns , shirt and skirt, rappers and hatters for women and children"
5211,"shop sales assistants in buying and selling of provision goods in retail prices shop sales assistants in  buying and selling of provision goods such as peak milk sachet, milo sachet, biscuits, sweet, bread, toilet soap, detergents, bottle water and table water in tetail pricr"
7115,"manufacturing of furniture  such as cushious, chairs, bed and wardrobe for sales manufacturing of furniture such as cushious, chairs , bed and wardrobe for sales"
7522,"manufacturing of furniture such as cushoius, chairs, bed and wardrobe for sales manufacturing of furniture such as cushoius, chairs, bed and wardrobe for sales"
5211,"shop sales assistant   in buying and selling of provisions goods such as peak milk sachet, milo sachet, toilet soaps, detergents, buiscuit, sweets , botle water and pure water shop sales assistant   in buying and selling of provisions goods such as peak milk sachet, milo sachet, toilet soaps, detergents, buiscuit, sweets , botle water and pure water"
5211,business- sale of building materials sale of building materials to customers
5211,"selling of clothes, shoes and bags selling of clothes, shoes and bags"
7531,"tailoring work apprentice cutting, ironing, and sewing"
2142,engineer at waterboard supervise the repair of damaged pipes
3343,"bailiff at magistrate court sending out summons, delivering letters"
2633,politician mobilization of the general public towards gaining votes  for candidates running for political offices.
5211,"buying and selling of clothing, bags and footware selling of clothing, bags and footware"
5152,domestic worker cleaning and keeping the home tidy
9111,domestic worker cleaning and keeping the home tidy
4226,receptionist - sending files and receiving mails sending files and receiving mails
5169,politician running political activities involved in campaign and other political activities.
6221,"fish farming breeding, raising and selling of catfish"
7536,shoe making repairing and making of shoes
9216,"fish farming breeding, raising and selling of catfish"
2310,lecturer impacting knowledge in students
4110,clerk sorting and filing documents
5152,"domestic worker cleaning the home,  doing dishes and keeping the home neat and tidy"
5211,"trade work selling of beans, maize ,sorghum and rice"
6111,"farmer work farming of maize, sorghum, ground nut, benissed, beans and melon"
7231,motorcycle mechanic  -  repairs jincheng and honda motorcycle repairing and maintaining of internal or external parts of motorcycle in the mechanic hut
7531,"tailor work  -  sewing of male clothes in the students lodge cutting, measuring, amending, putting gumstep, ironing and sewing of male clothes in the students lodge"
7531,"tailor work  -  sewing of female clothes cutting, measuring, amending, putting gumstep, ironing and sewing of female clothes at students lodge"
7531,"tailor work  -  sewing of female clothes in the students lodge cutting, measuring, amending, putting gumstep, ironing and sewing of female clothes in the students lodge"
6111,"crops farmer  - grows crops growing of crops like corn, maize, cassava, groundnut, beneseed, egusi and rice"
7314,block mulding  -  mulding of blocks mulding of cement blocks in the site by mixing of cement with sharp sand and water before removing them one by one
5212,sell of food  -  selling of food (tuwo) cooking and selling of food (tuwo) along express road
5211,"provision shop. provision shop selling detergents, minerals, sugar, maggi, spaghetti, milk, biscuits and other household goods."
7522,"furniture. furniture work consumption of chairs, tables and beds."
5211,"trading. trader selling of food stuff like gari, cassava flours, palm oil and vegetables."
7531,"tailoring. tailoring, sowing of women and children clothes."
5211,"trading. selling of food stuff like beans, gari and cassava flours."
2341,primary teaching. teaching primary school pupils in primary five.
5211,trading activities buying and buying of motor vehicles spears part
5246,restaurant selling of cook foods like rice and stew  apku with egushi soup and others
5212,restaurant selling of cook foods like rice and stew  apku with egushi soup and others
5221,trading selling provisions shop and  others goods
5211,"trading selling of  green  like  maize, guinea corn, millet  and foods stuff"
2411,accountant  at  lga duties as account and pay officer of personal department
5211,trading activities selling of foods stuff and others items
7231,mechanics muhammed duties motor mechanics like handa toyota and other
5211,trading selling of foods stuff and others items
8322,commercial driver picking  and dropping people's and goods from one place to another
5243,trading buying selling  of second-hand clothes and other goods
9211,"farm labourer work  and off loading of farm products  from vehicles farm labourer work  and off loading of farm products such as maize, beans, beneseds and egushi from vehicle"
5211,"trade: buying and selling of farm products for sales in retail prices buying and selling of farm products such as rice, maize, guinea corn, beans and beneseed"
5211,"proccessing of cassava in to gari ,  fufu and starch for sales in retail prices proccessing of cassava in to gari, fufu and starch for sales in retail prices"
5211,trade: buying and selling  colanut and bitter cola in retail price buying ang selling of colanut and bitter cola in retail prices
7531,"tailoring and manufacturing of cloth for men and children tailoring and manufacturing of cloth such as kaftan , safari, shirt, agbada for men and children"
7531,"tailoring and manufacturing of cloth for women and children tailoring and manufacturing of cloth such as gowns, shirts and skirts, rappers and hatters for women and children"
6122,assist in rearing and raising of poultry for sales and consumption assist in rearing and raising of poultry such as broilers and layers for sales and consumption
3344,senior administrative officer with state  hospital management board senior administrative officer with state hospital management board
2330,teacher of mathematics in government secondary school teacher of mathematics in government secondary school
7531,"tailoring and manufacturing of cloth for women and children tailoring and manufacturing of cloth sich as gowns, shirt and skirt, rapper and hattiers for women and children"
5221,"trade: buying and selling of cloth,  women shoes , hand bags and gown in retail prices buying and selling of cloth , women shoes, hand bags and gowns in retail prices"
5211,"trade : assint in buying and  selling of banana , plantain and groundnut in retail prices assist in buying and selling of banana, plantain and groundnut in retail prices"
6122,assist in rearing and raising of poultry such as broilers and layers for sales and consumption assist in rearing and raising of poultry such as broilers and layers for sales and consumption
5211,"trade: buying and selling of farm products in wholesale and retail prices buying and selling of farm products such as beans, rice, maize , beneseed  and egushi in wholesale and retail prices"
2353,teacher of islamiya integrated education for women and children teacher of islamiya integrated education for women and children
5221,"trade: buying and selling of women cloth, shoes  , gowns and hand bags in retail prices buying and selling of women cloth, shoes, gowns and bags in retail prices"
7231,"mechanic repairs , servicing and maintanance of motor vehicles such as toyota and honda vehicles mechanics repairs , servicing and maintanance of motor vehicles such as toyota and honda vehicles"
5243,assist in selling of fried groundnut and banana in retail prices assist in selling of fried groundnut and banana in retail prices
5221,"business: buying and selling of pharmaceutical drugs , injections and others medical commodities buying and selling of pharmaceutical drugs , injections and others medical commodities in wholesales and retails prices"
2330,teacher of christain religious knowledge in private secondary school teacher of christain religious knowledge in private secondary school
5223,"pharmaceutical  sales assistants in buying and selling of pharmaceutical drugs, injections  and others medical goods  in wholesales and retail prices pharmaceutical sales assistants in buying and selling of pharmaceutical drugs , injections and others medical goods in wholesales and retail prices"
5223,"assist in buying and selling of pharmaceutical drugs , injection and others medical commodities assist in buying and selling of pharmaceutical drugs, injection and others medical commodities"
5223,"shop sales assistant in buying and selling of softdrinks , bottle water and table or pure water in retail prices shop sales assistant in buying and selling of softdrinks , bottle water and table or pure water in retail prices"
2353,teacher of islamiya integrated education school with quranic knowledge teacher of islamiya integrated education school with quranic knowledge
5211,"trade: buying and selling of farm products in wholesales and retail prices buying and selling of farm products such as rice, beans, maize, guinea corn and beneseed in retail prices"
5211,"trade: buying and selling of perishebles goods such as tomatoes , peppers, onions, okro and vegitable oil in retail prices buying and selling of perishebles goods such as tomatoes , peppers, onions,okro and vegitable oil in retail prices"
5141,saloon and hair dressing for women and children saloon and hair dressing for women and chilren
7531,"tailoring and manufacturing of cloth for women and children tailoring and manufacturing of cloth such as gowns, shirts, skirts , rappers and hsttiers  for women and chilren"
5211,buying and selling buying and selling of grains
0110,"civil defence ensuring peace,  security,  law and order"
5211,buying and selling buying and selling of vegetables
3355,policeman providing security and ensuring peace and order
7531,"tailoring work apprentice cutting,  ironing and sewing"
7231,mechanic repairing motor vehicles and fixing other problems
6114,"farmer work farming of maize  ,sorghum and  rice"
6114,"farmer work farming of maize, sorghum and rice"
5211,trade work selling of rices and beans
5211,"trade work selling of beans, rice and maize"
7231,mechanics  work repair of car and other services
6111,"farmer work farming of maize, sorghum and rice"
6111,"farmer work farming of maize, sorghum, rice and cassava"
6111,"farmer work farming of maize ,sorghum and rice"
1322,"mining and quarrying work  -  mining of stone buying and selling of mining stones in the community, state and outside the state"
5211,"selling of perishable items  -  buying and selling of perishable items at home buying and selling of perishable items like fresh pepper, fresh tomatoes, fresh okaro, onion and vegetables"
6111,"crops farmer  -  grows crops growing of crops like corn, maize, beneseed, rice, yam and beans"
5211,"sell of food grains  -  buying and selling of food grains buying of food grains like corn, maize, beneseed, rice, beans from nearby village and sell in the market"
6111,"crops farmer  -  grows crops growing of crops like corn, maize, cassava, groundnut, rice and yam"
6111,"crops farmer  -  grows crops growing of crops like corn, rice, beneseed, egusi, groundnut and yam"
7531,"tailor work  -  learn tailor work cutting, measuring, amending, putting gumstep, ironing and sewing of male clothes in the tailor shop"
6111,"crops farmer  - grows crops growing of crops like corn, rice, beneseed, egusi, millet, maize and yam"
5211,"processing of rice  -  buyiing of rice, boiling of rice and removing of shield rice boiling and removing of shield rice from the fire and took it to rice mill for processing and sell in the market or community"
7112,bricklayer  - learning bricklayer work learning how to mix sharp sand and water with cement in the site for building
7531,"tailor  -   learning tailor work learn how to cut, measured, amend, putting gumstep and sewing of female clothes in the tailor shop"
6114,"crops farmer   -  grows crops growing of crops like corn, rice, yam, beneseed, egusi, groundnut and cassava"
2221,phc nurse  -  treating patients in the clinic treating of patients in the clinic
2341,primary school teacher   -  teach children how to read and write preparation of lesson plan and lesson notes for the effective teaching and learning process
2221,phc nurse   -   treating of sick patients in the clinic treating of sick patients in the clinic and other services
7531,"tailor work  -  sewing of female clothes in the tailor shop cutting, measuring, amending, putting gumstep, ironing and sewing of female clothes in the tailor shop"
2341,primary school teacher  -  teaching in private primary school writing of lesson plan and lesson notes before teaching in the classroom situation
6111,"crops farmer  -  grows crops growing of crops like corn, rice, yam, beneseed, egusi, maize and beneseed"
5212,sell of food  -  selling of local food selling of local food in the street
2356,"computer training  -  learning computer skills learn how to do microsoft word, microsoft excel and powerpoint application"
6111,"crops farmer  -  grows crops growing of crops like corn, rice, yam, beneseed and egusi"
7511,meat seller  -  buying and selling of meat buying of meat in a large quantities and sell to customers in the community
7531,"tailor work  -  learn tailor work learn how to cut, measured, amend, putting gumstep, ironing and sewing of male clothes in the tailor shop"
5211,"trading. trading buying and selling of food stuff like gari, cassava flours and maize."
2341,teaching teaching primary school in primary two.
9411,food vendor food vendor selling of akara and yam.
2142,civil servant. civil servant working with ministry of work and houses.
2341,teaching. teaching primary school pupils in primary five
7411,electrical work. electrical work wiring of houses and other structures.
5141,berbing saloon. berbing saloon cutting of men and children hair.
7531,tailoring. tailoring of clothes for children and men.
2330,teacher. teacher in secondary school in js3.
5141,saloon. hair dressing saloon making of hair and makeups.
3343,civil servant. civil servant working with ministry of health as a driver.
6111,farming activities cultivation of crops farming activities like maize guinea corn groundnut and beniseed
7531,tailoring sarah  duties  is showing of women clothes and others items
7512,manufacturing  of cake for sales lydia duties manufacturing of cake for selling
5212,manufacturing  local kunu manufacturing and selling local kunu
7531,tailoring igwota  duties  is showing of all kind  men dressings
6111,farming cultivation of crops farming activities like maize guinea corn groundnut and beniseed
7531,tailoring ishaya duties is showing all kind  of men clothes
3332,event decorations dauda duties decoration  event like wedding event party event and others services
6111,"farming cultivation of crops farming activities like beniseed, egushi,groundnut  beans and maize"
6111,"farming cultivation of crops farming activities like beniseed, egushi,groundnut  beans and maize"
5211,trading selling of groundnut and palm oil
6111,"farming cultivation of crops like maize, guinea corn ,groundnut and egushi"
5211,trading ayiwa duties is selling of local kunu (burkutu)
7231,mechanics duties is motorcycle mechanics
2341,school teacher zainab duties is a nursery and primary school teacher
7511,trading habiba duties  is selling of fish and  frozen fish in the market
6111,"farming of crops and cash crops such as maize, rice, guinea corn , soya bean , groundnut,  yam and egushi for sa.es and consumption farming of crops and cash crops such as maize, roce , rice , guinea corn , soya beans   groundnut,  yam and egushi for sales and consumption"
6111,"farming of crops and cash crops such as maize, guinea corn , rice ,soyabeans , groundnut and egushi for sales and consumption farming of crops and cash crops such as maize, guinea corn , rice, soyabeans, groundnut and egushi for sales and consumption"
6111,"farming of crops and cash crops such as maize, guinea corn, beans , groundnut, soyabeans  and egushi for sales and consumption farming of crops and cash crops such as maize, guinea corn, beans, groundnut, soyabeans and egushi for sales and consumption"
6111,"farming of crops and cash crops  such as maize ,rice, soyabeans , groundnut and egushi for sales and consumption farming of crops and cash crops such as maize, guinea corn, rice, soyabeans, groundnut and egushi for sales and consumption"
9211,"cfops  and cash crops farm labourer of maize, guinea corn, rice and  soyabeans crops and cash crops farm labourer of   maize, guinea corn, rice and soyabeans"
9211,"crop farm and cash crops farm labourer of maize, guinea corn, rice and soya beans crop farm and cash crop farm labourer of maize, guinea corn, rice and soyabeans"
9211,"assist in crops and cash crops farming such as maize, rice, guinea corn and soyabeans for sales and consumption assist in crops and cash crops farming such as maize, rice, guinea corn and soyabeans for sales and consumption"
6114,"farming of crops and cash crops such as maize, rice, beans, guinea corn, groundnut and egushi  for sales and consumption farming of crops and cash crops such as maize, rice, beans, guinea corn, groundnut and egushi for sales and consumption"
6114,"farming of crops and cash crops such as maize , rice, guinea corn, beans, groundnut and egushi for sales and consumption farming of crops and cash crops such as maize, rice, guinea corn, beans , groundnut and egushi for sales and consumption"
6114,"farming of crops and cash crops such as maize, guinea corn, rice, beans , groundnut and egushi for sales and consumption farming of crops and cash crops such as maize, guinea corn, rice, beans , groundnut and egushi for sales and consumption"
9520,business: buying and selling charcoal and fire wood  in retail prices buying and selling of charcoal and fire wood in retail prices
7531,"tailoring and manufacturing of cloth such as gowns, shirt and skirt  , rappers and hatteirs  for women and children tailoring and manufacturing of cloth such as gowns, shirts and skirts, rapers and hattiers for women and children"
9211,"crops farm labourer of maize, guinea corn , yam , groundnut and rice crops farm labourer of maize, guinea corn, yam and groundnut and rice"
9211,"assist in crops and cash crops farming such as maize, guinea corn,beans , rice, groundnut and egushi for sales and consumption assist in farming of crops and cash crops such as maize, guinea corn, beans , rice, groundnut and egushi for sales and consumption"
6111,"farming  of crops and cash crops such as maize, guinea corn , rice, beans, groundnut and egushi for sales and consumption farming of crops and cash crops such as maize, guinea corn, rice, beans , groundnut and egushi for sales and consumption"
6111,"farming of crops and cash crops such as maize, guinea corn , beans, groundnut, rice and egushi for sales and consumption farming of crops and cash crops such as maize, guinea corn , beans, groundnut, rice and egushi for sales and consumption"
6111,"farming crops and cash crops such as maize, rice, guinea corn, groundnut, beans and egushi for sales and consumption farming of crops and cash crops such as maize, guinea corn, rice, beans, groundnut and egushi for sales and consumption"
6111,"assist in farming of crops and cash crops such as maize, guinea corn, rice, groundnut and egushi for sales and consumption assist in farming of crops and cash crops such as maize, guinea corn, rice, groundnut and egushi for sales and consumption"
6114,"faeming of crops and cash  crops  such as maize, beans, rice, yam , groundnut and egushi for sales and consumption farming of crops and cash crops such as maize , beans , rice , yam , groundnut and egushi for sales and consumption"
6114,"farming of crops and cash crops such as maize, beans, rice, yam, groundnut and egushi for sales and consumption farming of crops and cash crops such as maize, beans, rice, yam, groundnut and egushi for sales and consumption"
6114,"farming of crops and cash crops  such as maize, beans, rice, groundnut and egushi for sales and consumption farming of crops and cash crops such as maize, beans, rice, groundnut and egushi for sales and consumption"
6114,"farming of crops and cash crops such as maize, beans, rice, groundnut and egushi for sales and consumption farming of crops and cash crops such as maize, beans , rice, groundnut and egushi for sales and consumption"
2341,teacher of english language in primary schoool education authority teacher of english language in  primary school education authority
9211,"crops farm labourer of maize, rice, beans  ,yam, groundnut and egushi crops farm labourer of maize, rice, beans, yam , groundnut and egushi"
9211,"crops farm labourer of maize, rice, beans, groundnut and egushi crops farm labourer of maize, rice, beans, groundnut and egushi"
9211,"assist in farming crops cash cash crops   such as maize, beans, rice,  groundnut and egushi for sales and consumption assist in farming  crops and cash crops such as maize, beans, rice, groundnut and egushi for sales and consumption"
9211,"assist in farming crops and cash crops such as maize, beanns, rice, groundnut and egushi for sales and consumption assist in farming crops and cash crops such as maize, beans, rice, groundnut and egushi for sales and consumption"
6111,"farming of crops and cash crops for sales such as maize, rice, yam groundnut and egushi for sales and consumption farming of crops and cash crops such as maize, rice,yam, groundnut and egushi  for sales and consumption"
6111,"farming of crops and cash crops such as maize, rice ,yam , groundnut and egushi for sales and consumption farming of crops and cash crops such as maize, rice, yam , groundnut and egushi for sales and consumption"
9211,"crops  and cash crops farm labourer of maize, rice, yam, groundnut and egushi crops and cash crops farm labourer of maize, rice, yam,groundnut and egushi"
9211,"crops farm labourer of  maize, rice, yam, groundnut and egushi crops farm labourer of rice, yam , groundnut and egushi"
6111,"assist in farming of crops and cash  crops such as maize, rice, yam , groundnut and egushi for sales and consumption assist in farming of crops and cash crops such as maize, rice, yam, groundnut and egushi for sales and consumption"
6111,"assist in farming of crops and cash crops such as maize, rice, yam, groundnut and egushi for sales  and consumption assist in farming of crops and cash crops such as maize, rice, yam , groundnut and egushi for sales and consumption"
6111,"farming planting of guineacorn, maize, groundnut soyabeans etc."
6111,"farming planting groundnut, maize,  yam and soyabeans"
6111,"planting of guineacorn, maize, groundnut etc. planting of guineacorn, maize, groundnut etc."
6114,"farming planting of guineacorn, maize, groundnut soyabeans etc."
5141,hairdresser apprentice washing and setting of people's hair
6114,"farming planting groundnut, maize,  yam and soyabeans"
9211,farming planting groundnut and soyabeans
7531,tailoring making of clothes for people
6111,"farming planting of groundnut,  maize, soyabeans, guineacorn etc."
6111,"farming planting of maize, rice, soyabeans guineacorn"
6111,farming planting groundnut and soyabeans
6114,"crops farming of yam, rice, cassava and groundnut. crops farming of yam, rice, cassava and groundnut."
6130,"crops farming and livestock farming. crops farming of yam, rice, cassava,goat. groundnut,"
6130,"crops farming and livestock farming. crops farming of yam, rice, cassava, groundnut and goat."
6114,"crops farming. crops farming of yam, rice, cassava and groundnut."
6114,"crops farming of yam, rice, cassava and groundnut.. crops farming of yam, rice, cassava and groundnut."
5211,"trader. trading buying and selling of food stuff like gari, cassava flours, maize and eggusee."
9313,building and construction. building and construction of houses and other structures.
5221,"selling provision. selling of provision like maggi, sugar, biscuits, detergents and other household products."
5211,"selling of food stuff. selling of food stuff like gari, cassava flours and eggusee"
6310,"crops farming. crops farming rice, yam, cassava and groundnut."
6310,"crops farming. crops farming of yam  ,rice, cassava and groundnut."
8321,okada rider okada rider picking and dropping of people and goods.
9211,"crops farming crops farming of yam, rice, cassava and groundnut."
9211,"crops farming. crops farming of yam, rice, cassava and groundnut."
9212,"crops farming. crops farming of yam, rice, cassava and groundnut."
6114,"crops farming. crops farming of yam, rice,maize and groundnut."
5212,food vendor. food vendor selling of akara and yam.
5212,"food vendor, selling akara and yam. food vendors selling of akara and fried yam."
6111,"crops farming crops farming of maize, groundnut, yam, beans and cassava"
6111,"crops farming. crops farming of maize, groundnut, yam and eggusee."
6111,"crops farming. crops farming of yam, maize, groundnut and cassava."
6111,"farming cultivation of crops farming activities like beniseed, millet, maize, yam and guinea corn"
6111,"farming activities farming of crops like maize,guinea corn,groundnut, beniseed, egushi and beans"
9411,manufacturing  of  akara hembadoo duties is fred of akara
6111,"farming farming of crops like maize,guinea corn,groundnut, beniseed, egushi and beans"
6114,"farming cultivation of  crops farming activities like egushi cassava, millet, maize, yam and guinea corn"
9211,"farming cultivation of  crops farming activities like egushi cassava, millet, maize, yam and guinea corn"
5211,"trade work selling of beans, maize and rice"
5211,trade work selling of clothes and footwears
5321,civil servant / health  worker treatment of  people and monitor other  activities
2330,teaching work teaching people and monitor school activities
5211,"trade work selling of clothes, footwears and  shirts"
5211,"trade work selling of  drugs , drinks and other services"
2341,"primary school teacher  -  teach children how to read and write preparation of lesson plan and lesson notes, using scheme of work, calling of attendance register and teaching in the classroom situation"
5211,"sell of sugar  -  buying and selling of sugar buying bags of sugar from the market and sell in mudus, tin cup, and spoon as measuring instrument to customers in a retail price to the community"
5211,"sell of food grains  -  selling of food grains like corn, maize, beans, rice and millet selling of food grains like corn, maize, beans, rice and millet"
5211,"provisions shop  -  buying and selling of provisions items buying and selling of provisions items like maggi, salt, tomatoes, omo, batteries, sleepers, bread, biscuits, etc in the shop"
7531,"tailor  work   -   sewing of male clothes cutting, measuring, amending, putting gumstep, ironing and sewing of male clothes in the tailor shop"
7531,"tailor work   -  learn tailor work learning tailor work on how to cut, measured, amend, putting gumstep and sewing of female clothes in the tailor shop"
2341,"primary school teacher  -  teach children how to read and write preparation of lesson plan and lesson notes, row call of attendance register, using of scheme of work and teaching in the classroom situation"
5211,sell of red oil  -  buying and selling of red oil buying of red oil from the market and sell at home
7231,motorcycle mechanic  -  learn motorcycle mechanic learning motorcycle mechanic on how to repairs and maintain both internal and external parts of the motorcycle
5221,"trader  -  buying and selling of goods and services in the shop buying of goods from the market and sell in the shop to customers like bread, biscuits, maggi, salt, minerals, pure water etc"
5211,"sell of food grains  -  selling of food grains like corn, rice, beans and maize buying of food grains in large quantities from the market and sell in the community using mudus and tin cup as measuring instrument"
7531,"tailor work  -  sewing of female clothes cutting, measuring, amending, putting gumstep, ironing and sewing of female clothes in the tailor shop"
7115,"carpenter  -  roofing of complete building construction of linter, pillers, rafters and roofing of a building in the site"
7531,designer  -  designing of clothes in the shop designing of clothes that are ready to sew for both male and female clothes design
7212,"welder  -  learning welder work learning how to use welder materials and construct iron doors, windows, bulglary and other iron materials"
2341,"primary school teacher  -  teach children how to read and write preparation of lesson plan and lesson notes, calling of attendance register, using scheme of work and teaching pupils in the classroom situation"
5211,sell of perishable items  -   selling of perishable items at home buying of perishable items and vegetables from the market and sell at home
9121,"wash cap -  washing of hausa cap washing of hausa cap with water, omo and  application of starch and dry it on the sun"
6111,"crops farmer  -  grows crops growing of crops like corn, maize, cassava, yam, rice and egusi"
6111,"farming of crops and tubers such as maize,beans,  guinea corn, yam and cassava for sales and consumption farming of crops and tubers such as maize, guinea corn, beans , yam and cassava for sales and consumption"
6111,"farming of crops and tubers such as maize, guineacorn, beans, yam and cassava for sales and consumption farming of crops and tubers such as maize, guineacorn, beans, yam and cassava for sales and consumption"
6121,"raising and rearing of animals such as cattle  , sheeps and rams for sales raising and rearing of animals such as cattles, sheeps and rams for sales"
6121,"raising and rearing of animals such as cattle, sheeps and ram for sales raising and rearing of animals such as cattle, sheeps and ram for sales"
6121,"assist in raising and rearing of animals such as cattle, sheeps and ram for sales assist in raising and rearing of animals such as cattle, sheeps and ram for sales"
5211,"assist in buying and selling of farm products such as maize, guineacorn  and beans for sales and consumption assist in buying and selling of farm products such as maize, guineacorn  and beans for sales and consumption"
5211,"assist in buying and selling of perishables goods such as tomatoes, peppers and okro in retail prices assist in buying and selling of perishables goods such as tomatoes, pepper and okro in retail prices"
6111,"assist in farming of crops and tubers such as maize, guinea corn, beans, yam and cassava for sales and consumption assist in farming of crops and tubers such as maize, guineacorn, beans, yam and cassava for ssles and consumption"
5211,"business: buying and selling of perishables goods such as tomatoes , pepper, okro and onions in retail prices buying and selling of perishables goods such as tomatoes , pepper, okro and onions in retail prices"
6114,"farming of crops and tubers such as maize, guinea corn, beans, yam and cassava for sales and consumption farming of crops and tubers such as maize, guineacorn, beans, yam and cassava for sales and consumption"
6121,"raising and rearing animals such as ,cattle , sheeps  and ram for sales raising and rearing of animals such as cattle, sheep and ram for sales"
5211,"business: buying and selling of farm products such as maize, guineacorn, beans , millet and rice in retail prices buying and selling of farm products such as maize, guineacorn , beans, millet and rice in retail prices"
5211,"trade: buying and selling of perishables goods such as tomatoes , pepper , okro and onions for sales in retail prices buying and selling of perishables goods such as tomatoes, pepper, okro and onions for sales and consumption"
9212,"assist in raising and rearing of animals such as cattle, sheep and ram for sales assist in raising and rearing of animals such as cattle, sheep and ram for sales"
9212,"assist in raising and rearing of animals such as cattles , sheeps and ram for sales assist in raising and rearing of animals such as cattles , sheeps and ram for sales"
5211,"assist in buying and selling of farm products such as maize, guineacorn, beans, millet and rice in retail prices assist in buying and selling of farm products such as maize, guineacorn, beans, millet and rice in retail prices"
9211,"assist in farming of crops and tubers such as maize, guineacorn, beans, yam and cassava for sales and consumption assist in farming of crops and tubers such as maize, guineacorn, beans, yam and cassava for sales and consumption"
9211,"assist in farming of crops such as maize, guineacorn, beans , yam and cassava for sales and consumption assist in farming of crops such as maize, guineacorn, beans , yam and cassava for sales and consumption"
6121,extraction of cattle milk and cattle oil ( fura da nunu for da mai shanu ) for sales in retail prices extraction of cattle milk and cattle oil ( fura da nunu da mai shanu) for sales in retail prices
5212,assist in selling of cattle milk and cattle oil ( fura da nunu da mai shanu ) for sales assist in selling of cattle milk and cattle oil ( fura da nunu da mai shanu ) for sales
6111,"assist in farnimg of crops and tubers such as maize, guineacorn, beans, yam and cassava for sales and consumption assist in farnimg of crops and tubers such as maize, guineacorn, beans, yam and cassava for sales and consumption"
6121,"raising and rearing animals such as cattle, sheeps and ram for sales raising and rearing animals such as cattle, sheeps and ram for sales"
6111,"farming of crops and tubers such as maize, guinea corn, beans, yam and cassava for sales and consumption farming of crops and tubers such as maize, guineacorn, beans, yam and cassava for sales and consumption"
6121,extraction of cow  milk and  cow oil ( fura da nunu  da mai shanu) for sales in retail prices extraction  of cow milk and cow oil ( fura da nunu da mai shanu) for sales in retail prices
5211,"assist in buying and selling of perishables goods such as tomatoes, pepper and okro in retail prices assist in buying and selling of perishables goods such as tomatoes, pepper and okro in retail prices"
9624,assist in fire wood collector from farm  for domestic uses only assist in fire wood collector from farm  for domestic uses only
6114,"farming of crops and tubers such as maize, guineacorn, beans, yam and cassava for sales and consumption farming of crops and tubers such as maize, guineacorn, beans, yam and cassava for sales and consumption"
6114,"farming of crops and tubers farming of crops and tubers such as maize, guineacorn, beans, yam and cassava for sales and consumption"
5211,"buying and selling of farm products like maize, guineacorn and  beans buying and selling of farm products like maize, guineacorn and  beans for sales in retail"
6121,"raising of animals such as cow, sheep's and ram for sales raising of animals such as cow, sheep's and ram for sales"
9212,"assist in raising of animals such as cow, sheep's and ram for sales assist in raising of animals such as cow, sheep's and ram for sales"
5242,selling of tomatoes and other vegetables selling of tomatoes and other vegetables
9212,rearing of animals breeding and raising cattle
6121,"rearing of animals breeding, raising and selling of cattle"
6111,"farming planting of maize, tomato, pepper, etc."
6111,"farming planting of millet,  maize,  guineacorn, etc."
6121,rearing of animals breeding and raising cattle
5211,selling of tomatoes pepper and other vegetables selling of tomatoes pepper and other vegetables
5243,selling of cow milk(nono) selling of cow milk(nono)
6111,"farming planting of  maize,  okro,  tomatoes pepper etc."
6121,rearing of cattle breeding and raising cattle
6121,breeding and raising cattle breeding and raising cattle
6111,"farming planting of maize,  guineacorn, cassava, millet etc"
5211,"buying and selling of vegetables buying and selling of vegetables like tomato, pepper and spinach"
6121,selling of nono (cow milk) selling of nono (cow milk)
5211,selling of nono (cow milk) selling of nono (cow milk)and mai shanu (cow fats)
6121,cattle farmer breeding and raising cattle
6114,"farmer work farming of maize, sorghum, melon, rice and benissed"
6111,"farmer work farming of maize, sorghum, melon, rice and benissed"
5412,civil servant/ police work protect of life and properties other goods
5211,"trade  work selling of beans, maize, sorghum and rice"
6111,"farmer work farming of maize  ,sorghum, melon and rice"
5211,"trade work selling of drinks , pure water and  other  goods"
6111,"farmer work farming of maize, sorghum, melon, cassava and benissed"
6111,"farmer work farming of maize, sorghum, melon and cassava"
6114,"crops farmer  - grows crops growing of crops like corn, maize, beans, egusi, groundnut, beneseed and rice"
6111,"crops farmer  -  grows crops growing of crops like corn, maize, beneseed, egusi and rice"
6111,"crops farmer   -   grows crops growing of crops like corn, maize, beneseed, egusi and rice"
3256,chemist   -  treatment and selling of drugs to sick patients treatment and selling of drugs to sick patients in the chemist
6111,"crops farmer  -  grows crops growing of crops like corn, maize, beans, egusi, groundnut and beneseed"
6111,"crops farmer  -  grows crops growing of crops like corn, maize, beneseed, egusi, millet and rice"
6111,"crops farmer   -  grows crops growing of crops like maize, beans, sorghum, groundnut and millet"
